ssn,fname,minit,lname,bdate,address,sex,salary,superssn,dno
142763764,Patricia,N,Allen,1973-11-23,8309 Washington Way,F,30715.62,,36
570746273,George,A,Anderson,1960-03-01,8186 Pine Ln,F,60504.97,,33
648604942,Stephanie,R,Harris,1990-04-24,1775 Washington St,M,113377.58,,9
452678285,Mary,E,Adams,1955-10-16,170 Oak Blvd,F,92252.79,,46
272842164,Andrew,C,Roberts,1971-01-13,8684 Park Rd,M,146138.61,,14
436932206,Melissa,E,Torres,1972-07-25,9644 Oak Blvd,M,104062.31,,33
134688715,Daniel,R,Miller,1994-11-24,9305 Pine Way,M,86419.9,,46
493305297,Steven,F,White,1973-04-03,8715 Pine Blvd,M,115816.0,,14
987054668,John,H,Scott,1964-11-09,531 Lincoln Dr,M,51895.73,,16
681731069,David,K,Martinez,1966-05-25,1568 Main Rd,F,108219.11,,5
989257792,Paul,P,King,1976-02-06,7617 Washington Ln,M,91857.96,,12
527611745,Matthew,F,Walker,1983-07-17,7201 Main Ct,M,119050.81,,29
680909211,Emily,P,Allen,1971-04-01,2581 Elm Ave,F,71035.67,,16
965539784,Deborah,P,Scott,1969-02-15,6631 Cedar Ave,F,41043.67,,35
325771414,Paul,M,Hall,1959-08-20,3662 Lincoln Ave,M,103432.31,,43
197231642,Margaret,M,Allen,1955-11-08,2817 Park Blvd,F,40698.91,,38
917626034,Amanda,N,Young,1964-10-21,4502 Washington Way,F,29817.12,,7
403489287,Andrew,L,Green,1959-12-03,9361 Elm Ave,M,123816.83,,7
770737907,Jessica,W,Sanchez,1982-02-08,3602 Elm Ln,F,42570.8,,27
212888587,Christopher,P,Anderson,1965-02-07,6143 Park St,M,53759.4,,4
717452511,Sarah,E,Jackson,1982-01-20,5880 Pine Way,M,39931.14,,1
117214207,William,W,Garcia,1987-03-05,3745 Park Ct,F,145858.98,,11
229903401,Melissa,W,Rivera,1956-08-16,1079 Cedar Way,M,67238.52,,47
777668740,Susan,L,Allen,1985-09-10,5009 Cedar Dr,F,55787.49,,37
557914110,Margaret,F,Rivera,1993-10-21,7404 Lake Ln,F,63203.17,,14
219621956,Joseph,B,Harris,1966-02-25,1204 Pine Way,F,76954.11,,11
201246436,Joseph,A,Hill,1955-10-04,5819 Pine Way,M,44217.66,,10
233604914,Matthew,W,Sanchez,1955-02-07,4274 Lincoln Ct,F,86445.39,,28
293824273,Anthony,B,Roberts,1955-11-12,5719 Lake Ln,F,20355.85,,32
547750962,Sarah,G,Lee,1969-06-21,7901 Cedar Ln,F,110782.84,,10
559225330,Emily,A,Davis,1959-12-05,9038 Oak Ln,M,84383.51,,1
700893588,Steven,D,Wilson,1989-06-18,5318 Cedar Blvd,F,94630.78,,12
334713230,Lisa,P,Harris,1991-03-27,6229 Cedar Ave,M,117710.96,,20
522332178,Lisa,R,Young,1962-06-20,1783 Oak Dr,M,127309.35,,10
184987555,Ashley,A,Wilson,1965-11-04,1387 Lake Blvd,M,69377.84,,16
186442457,Joshua,P,Johnson,1975-10-08,2827 Lake Ct,M,143739.99,,3
148650818,Mary,T,Green,1993-11-28,9244 Lincoln Way,M,21456.53,,7
765102292,Patricia,R,Campbell,1960-07-14,9779 Oak Way,M,36898.39,,20
407970266,Karen,P,King,1969-05-21,1524 Cedar Way,F,129881.93,,42
228472771,Margaret,H,Smith,1957-10-26,7886 Lake Blvd,F,120203.61,,17
785977815,Brian,R,Harris,1976-12-13,3285 Washington St,M,52578.75,,47
120263286,James,H,Lee,1982-03-09,3751 Lake Ln,F,104969.65,,14
970550632,Stephanie,S,Flores,1962-03-15,9989 Lake Ct,M,44283.31,,13
234915899,Andrew,S,Martin,1963-11-28,5263 Maple Ave,M,114055.9,,4
938379910,George,H,Allen,1991-02-04,9572 Oak Dr,M,145354.29,,12
359666580,Timothy,N,Martin,1968-09-21,1682 Pine St,M,24042.67,,9
746354547,Steven,E,Jones,1970-08-09,5591 Maple Way,M,31989.22,,4
989890958,Joshua,W,Nelson,1991-04-15,7061 Main Ct,F,61044.93,,40
661315067,John,N,Green,1982-11-01,3639 Lake Blvd,M,101967.77,,23
636921386,Lisa,N,Flores,1958-09-23,1916 Lake Ct,F,104920.16,,4
191519166,Karen,M,Rivera,1981-06-21,4121 Main Way,M,37939.26,,29
597044149,Christopher,W,Miller,1983-03-10,6748 Elm Ave,F,62563.07,,43
208729236,Matthew,K,Thomas,1980-11-20,797 Main Dr,F,83200.68,,31
992516620,Jessica,H,Allen,1960-07-24,7752 Cedar Blvd,M,51840.24,,13
466504998,Susan,G,Lopez,1960-12-20,4348 Elm Way,M,20760.12,,9
400215084,Paul,F,Roberts,1976-06-09,4215 Main Way,F,97167.34,,14
632585515,Lisa,E,Lopez,1973-01-09,3605 Main Way,M,34024.7,,41
640699840,Amanda,P,Moore,1958-02-12,5756 Lincoln Ct,M,81121.3,,36
707811749,Susan,D,Hall,1966-05-10,7750 Elm Ct,F,120016.69,,46
658090039,James,N,Adams,1968-12-26,5275 Washington Ln,M,40121.22,,43
297639735,James,F,Torres,1968-10-23,245 Park Ct,F,59443.32,,16
335217398,Patricia,J,Ramirez,1981-01-02,1496 Main Dr,M,79576.56,,3
929839316,Kenneth,S,Robinson,1991-10-15,9348 Lake Ln,F,24528.72,,1
349804684,Emily,C,Harris,1973-10-07,8738 Pine Ave,F,113114.53,,44
709977378,Richard,P,Lopez,1988-10-13,9528 Washington Rd,F,124445.39,,18
139428930,Barbara,B,Nelson,1991-10-10,5524 Elm St,M,74204.4,,13
866162966,Charles,H,Moore,1976-06-18,1420 Main Blvd,M,80643.44,,1
355730504,Anthony,S,Brown,1964-12-09,1624 Oak Dr,F,111110.1,,25
916033628,Patricia,G,Moore,1990-03-10,7278 Lincoln Ave,M,127851.77,,1
804436922,Brian,A,Carter,1961-07-08,2981 Park Ct,M,94592.91,,1
160512446,James,H,Sanchez,1963-11-06,1597 Elm Ct,M,140007.64,,42
999269991,Donald,D,Moore,1983-11-05,4258 Washington Dr,M,125329.1,,48
506553391,Michael,D,Lopez,1988-12-10,9747 Lincoln Ave,F,111059.22,,20
705491190,Sandra,L,Nguyen,1963-11-25,3368 Cedar Blvd,F,92056.89,,21
628525007,Mary,P,Scott,1959-01-07,9761 Oak Dr,M,95756.09,,2
322358401,Susan,C,Jones,1971-08-04,7012 Maple Way,M,110716.41,,21
815824512,James,C,Flores,1986-02-05,1571 Main Rd,M,142304.1,,38
954946593,Sandra,D,Smith,1961-05-08,8466 Park Dr,F,68635.54,,31
111871482,Michael,E,Mitchell,1990-05-02,504 Park Dr,F,23138.18,,27
894475285,Jessica,N,Brown,1983-08-13,3354 Pine Way,M,32070.74,,13
764657323,Nancy,K,Campbell,1985-04-18,2617 Oak Blvd,M,74367.63,,47
192286195,Carol,L,Harris,1979-04-19,8084 Lake Blvd,F,65073.26,,9
420396197,Andrew,D,Perez,1973-08-21,9001 Park Ct,M,130637.77,,31
188043753,Anthony,R,Lewis,1964-12-13,6328 Oak Rd,M,134634.82,,33
953171966,William,A,Jackson,1976-08-11,9317 Park Ct,F,131437.28,,13
896104919,George,M,Wilson,1981-11-28,8497 Main Blvd,M,48702.44,,18
548791438,Sarah,K,Nelson,1975-04-08,7657 Main Blvd,M,30328.91,,39
920270702,Charles,P,Lewis,1975-04-22,7060 Elm Blvd,F,144321.02,,44
114629222,David,T,Mitchell,1962-03-07,7269 Elm St,F,84373.99,,42
416270056,Kevin,S,Gonzalez,1961-01-07,2898 Cedar Ave,F,129689.98,,21
206090203,Charles,P,Johnson,1984-05-12,5736 Maple Dr,F,77980.91,,5
905388622,William,A,Williams,1979-03-19,8332 Lincoln Ct,F,51791.75,,22
920975401,Sarah,N,Hernandez,1981-07-19,3268 Pine Ln,M,49419.66,,19
114285707,David,S,Robinson,1980-11-24,9961 Lincoln Rd,F,109786.1,,46
295958920,George,C,Lopez,1975-10-21,429 Main St,M,102932.93,,31
399456538,Barbara,R,Miller,1962-05-16,8247 Pine Blvd,M,32948.44,,5
294184632,Daniel,N,Ramirez,1968-09-08,6777 Elm Ln,M,80567.22,,35
964144020,William,E,Clark,1993-12-24,8493 Cedar Ln,M,46115.58,,41
221719840,Kevin,E,Lewis,1961-01-05,6341 Lincoln Way,F,42159.53,,3
251897211,Ashley,M,Thompson,1988-03-03,4291 Lincoln Ct,M,110337.4,,10
514121491,Barbara,W,Torres,1968-12-14,5783 Cedar Dr,F,110955.0,,34
443328397,George,C,Garcia,1979-09-13,9144 Maple Rd,F,139231.05,,2
474793903,Amanda,F,Nguyen,1988-03-04,8253 Pine Blvd,F,141916.37,,44
637383490,Linda,N,King,1974-07-02,2570 Main Dr,F,73194.94,,38
457345648,Daniel,R,Lewis,1989-11-06,800 Maple Blvd,F,90227.44,,49
246621292,Donna,J,Harris,1995-07-09,5694 Oak St,M,34581.52,,36
498630206,Kimberly,J,Walker,1984-04-11,2317 Main Ct,M,61299.44,,13
157783846,Sandra,D,White,1994-03-16,3881 Park Ct,F,27840.17,,40
629838219,Sandra,J,Thompson,1984-12-20,4099 Park Ct,M,29949.7,,25
804429087,Andrew,S,Harris,1973-07-03,3741 Washington Rd,F,56974.99,,46
821856853,Karen,B,Carter,1966-08-17,7345 Cedar Blvd,F,100783.14,,1
253745209,Kenneth,R,Young,1965-07-25,4535 Park Dr,F,92239.06,,47
259272239,Robert,E,Moore,1994-11-19,9084 Maple Way,F,86297.78,,1
682787203,Sandra,N,Jackson,1982-11-10,1725 Elm Ave,M,104451.2,,41
588322781,Betty,J,Nguyen,1979-11-12,1875 Pine Ct,M,99564.13,,1
878678109,Dorothy,J,Carter,1992-10-09,6657 Maple Ct,F,148378.02,,34
501911728,Lisa,M,Ramirez,1966-09-26,4515 Elm Ct,F,41038.46,,24
370581558,Jessica,R,Martin,1988-10-13,9676 Elm St,F,92989.43,,40
572828547,Carol,G,Martinez,1955-05-08,440 Lake Ct,F,73888.36,,37
786838420,Barbara,K,Green,1974-12-01,8045 Lake Dr,M,28728.47,,11
502858736,Kimberly,B,Flores,1972-02-10,1298 Maple St,F,73012.84,,13
739930411,James,J,Martinez,1963-09-09,2958 Elm St,M,51189.81,,1
881805071,Susan,N,Lee,1988-03-14,3884 Elm Blvd,M,102087.34,,27
418269605,Emily,R,Garcia,1988-05-05,8869 Maple Way,M,39101.14,,38
341266931,Robert,L,Johnson,1992-09-08,9741 Pine St,M,106627.57,,1
850403119,Richard,D,Hill,1983-09-27,9803 Lake St,M,31630.51,,19
344931629,Kimberly,H,Lee,1993-06-21,4097 Park Blvd,M,128676.26,,20
910805871,Kimberly,D,Allen,1980-08-02,2671 Cedar Rd,M,49900.68,,46
428176599,Brian,C,Williams,1973-03-20,4244 Park Dr,M,56582.59,,33
734549420,Sandra,P,Torres,1976-09-23,3969 Main Ave,F,34861.97,,40
185243980,Patricia,E,White,1986-05-07,2584 Washington Dr,M,50948.32,,48
648767863,Andrew,D,Garcia,1985-10-15,2613 Washington Rd,M,104719.4,,34
779863265,Mary,C,Mitchell,1988-04-13,6978 Lincoln Ln,M,31101.59,,1
399534668,William,L,Clark,1969-04-09,3364 Main Rd,F,110682.56,,18
681790182,Andrew,B,Torres,1988-04-25,7896 Park St,M,105573.07,,36
585811477,Christopher,C,Martin,1957-12-04,470 Maple Ave,M,140889.92,,49
613818484,David,F,Anderson,1992-11-17,9915 Park Dr,M,147290.99,,25
538543191,Mary,L,Anderson,1991-08-24,475 Lincoln Way,F,108496.89,,9
955690804,Kevin,F,Campbell,1965-01-14,8496 Elm Ln,F,93067.04,,14
990936811,Sandra,J,Hall,1974-09-18,6371 Lake Rd,F,117820.09,,48
901898947,Betty,W,Green,1972-08-05,6308 Main St,F,38517.95,,7
164804229,Melissa,A,Green,1976-09-11,7148 Elm Ln,F,78547.16,,17
943170042,Steven,W,Martinez,1960-12-09,2437 Pine Way,M,57804.26,,4
582767472,William,L,Mitchell,1982-11-11,9382 Main St,M,144057.64,,28
179419456,Mark,S,Nguyen,1980-09-17,6953 Park St,F,111212.46,,36
207445079,Daniel,M,Martin,1959-07-28,5026 Pine Ave,F,133872.44,,3
488192167,Christopher,J,Torres,1959-03-21,1202 Maple Ave,F,147056.02,,19
785257010,Mary,G,King,1987-06-25,7217 Park Ave,M,95155.89,,41
498303491,Joseph,L,Moore,1960-11-06,110 Elm Blvd,M,76905.86,,22
508244633,Paul,H,Allen,1990-11-26,5902 Elm Way,M,33086.59,,1
393494698,Margaret,P,Lewis,1964-12-02,1664 Oak Blvd,F,134560.49,,48
680145479,Joshua,P,Nelson,1988-05-10,2888 Cedar Way,F,115695.93,,34
308610937,Joshua,K,Lee,1982-09-24,483 Cedar Rd,F,46346.67,,18
677561127,Betty,R,Jackson,1962-08-05,1312 Maple Way,M,133613.58,,39
634756202,Thomas,W,Thompson,1994-10-10,6745 Cedar Ave,M,124354.6,,34
292643087,Jennifer,K,Clark,1985-12-05,3477 Main Rd,F,73564.07,,13
349804856,Jessica,S,Campbell,1981-01-11,3156 Pine St,F,61758.28,,34
884497112,Mary,D,Anderson,1961-02-04,7680 Park Way,M,98133.51,,45
935937148,James,S,Robinson,1987-08-19,5531 Washington Ln,F,57597.1,,4
443091856,Sarah,S,Wilson,1967-11-16,7936 Lincoln Dr,M,42414.34,,37
163215224,Joseph,C,Williams,1976-02-17,3999 Cedar Ct,M,93139.18,,1
339336253,Kimberly,N,Thompson,1977-08-26,7998 Lake St,M,77186.83,,16
770693402,Christopher,M,Garcia,1981-09-15,4406 Oak St,M,110966.89,,37
523425539,Patricia,B,Gonzalez,1956-05-10,3971 Washington Ave,F,34232.51,,6
749475049,Mary,E,Thompson,1975-07-22,1986 Park Rd,F,53904.53,,7
919390458,David,J,Lewis,1987-03-27,7267 Elm Dr,F,46538.89,,1
669618855,Donald,W,Carter,1955-02-22,5768 Lincoln Dr,M,144656.59,,45
886916528,Nancy,L,Thomas,1968-09-02,4168 Pine Way,F,43860.91,,42
475046939,Paul,C,Martinez,1993-03-01,6143 Lake Blvd,M,97028.79,,9
918375813,Kenneth,J,Scott,1965-06-07,1627 Elm St,F,21499.96,,39
417426432,Lisa,J,Rodriguez,1993-10-02,6545 Lincoln Rd,F,144109.98,,37
926703710,Andrew,M,Rivera,1991-03-07,2529 Pine Rd,M,33116.54,,36
315147688,Kenneth,G,Jones,1976-04-22,7894 Lincoln Ln,F,100093.41,,28
123661636,Joseph,T,Adams,1976-07-19,5716 Maple Ct,F,79540.92,,38
929296154,Amanda,T,Martinez,1977-01-16,1812 Cedar Way,M,35089.01,,48
560219456,William,R,Lopez,1958-05-13,5463 Pine Ct,F,77000.71,,1
812932571,Margaret,H,Torres,1985-11-12,6426 Elm Ln,F,122798.04,,4
824885563,Margaret,K,Garcia,1963-03-01,3226 Elm St,M,131671.56,,15
558084730,Michelle,F,Robinson,1983-02-04,9364 Maple Blvd,F,48956.22,,15
299190047,Donna,P,Davis,1990-01-08,3416 Main Rd,M,117063.48,,27
822211420,Dorothy,D,Garcia,1984-06-20,6196 Lincoln Rd,F,102098.19,,22
981837331,Donald,B,Taylor,1981-03-06,6624 Park Ave,F,124809.76,,24
833572515,Jessica,E,Walker,1959-12-07,5642 Pine Way,F,74283.96,,10
951078441,Lisa,K,Lewis,1962-08-23,5082 Washington Rd,F,85021.27,,1
836928463,Paul,S,Nelson,1977-09-10,2885 Park Blvd,F,32688.4,,10
500520940,Stephanie,S,Clark,1976-03-04,3669 Main Dr,M,123363.88,,37
423558333,Barbara,E,Thomas,1975-05-26,3532 Cedar St,F,114387.57,,49
308044071,Donna,W,Anderson,1971-05-18,8347 Pine Rd,M,61329.53,,16
380782622,Michael,D,Sanchez,1967-02-18,8258 Pine Blvd,M,80964.41,,8
688894456,Margaret,T,Nelson,1980-04-19,5852 Washington Ave,M,103261.02,,31
289768018,Thomas,A,Wright,1992-02-24,6358 Cedar Dr,F,48683.07,,19
884231079,Sandra,N,Wright,1959-06-16,9708 Oak Dr,M,119819.71,,25
142672287,Michelle,C,Clark,1992-10-17,5283 Cedar Dr,F,69095.64,,1
119151578,Carol,A,Robinson,1973-03-27,6699 Oak St,F,103820.84,,6
204541057,Sandra,L,Adams,1957-04-23,4837 Cedar St,F,72268.42,,6
891471133,Deborah,S,Anderson,1965-07-10,4149 Oak Ln,F,132506.31,,38
918671750,Michelle,J,Hill,1991-10-08,9870 Pine Dr,M,66703.97,,46
852384450,Timothy,M,White,1980-05-15,3047 Lake Blvd,M,125844.79,,48
650457212,Richard,S,Lewis,1979-08-09,9325 Lake Way,M,118343.78,,25
775983431,Deborah,D,Williams,1992-11-27,3220 Pine Ct,M,29734.35,,36
396500148,Dorothy,P,Taylor,1964-08-17,9688 Washington Ave,F,81419.63,,37
420893788,Andrew,G,Scott,1960-08-08,5471 Lake Rd,F,109644.12,,10
571447714,Linda,H,Wilson,1992-12-12,7115 Main Blvd,M,125758.88,,5
390230887,Karen,N,Martin,1960-01-09,6390 Lincoln St,F,70006.22,,4
739496339,Emily,L,Walker,1969-10-01,8804 Pine Ln,M,32375.96,,7
819616320,Margaret,P,Roberts,1958-05-14,4337 Elm Ct,F,121530.46,,47
391067723,Joseph,G,Roberts,1977-01-05,7303 Elm Way,M,77713.82,,49
708361982,Jessica,F,King,1987-01-23,9571 Park Dr,M,38941.74,,4
335150429,Timothy,H,Martinez,1963-09-11,5391 Washington Way,M,86332.1,,20
526416897,George,B,Scott,1967-03-02,828 Cedar Ct,F,87421.12,,34
482962150,Jennifer,A,Miller,1986-04-19,8209 Pine Way,F,33515.51,,47
557317997,Donna,F,Rivera,1986-05-08,8666 Elm Ave,F,51368.04,,44
654738715,Margaret,A,Campbell,1973-02-07,7459 Lake Ct,F,42173.68,,28
414974851,Patricia,N,Rodriguez,1980-11-01,7682 Park Ct,M,31005.68,,19
909493991,Matthew,W,Martinez,1962-03-03,5609 Washington Rd,F,41271.5,,18
817388568,Lisa,G,Campbell,1994-10-03,1070 Washington Blvd,M,82521.18,,12
232244172,Betty,B,Harris,1995-05-25,8861 Lake St,M,106056.09,,43
273098204,Jennifer,W,Taylor,1957-02-04,8392 Cedar Ln,M,74996.67,,44
505762456,Daniel,L,Garcia,1978-12-17,4606 Park Blvd,F,69103.75,,9
810728390,William,K,Brown,1978-01-15,6876 Cedar Ct,M,128120.62,,32
182100852,George,C,Johnson,1987-11-01,9633 Lake Way,M,137819.47,,37
542001632,Kevin,E,Hill,1963-06-01,9200 Elm Ct,F,139967.76,,5
317611435,Ashley,H,Garcia,1963-06-12,2905 Pine Ln,F,34132.73,,36
378164668,James,T,Rivera,1964-11-05,2437 Washington Rd,M,139397.41,,42
945923902,Kenneth,G,Ramirez,1962-09-08,2541 Cedar Blvd,M,54771.98,,1
199258043,Sandra,L,Carter,1974-03-07,5822 Washington Ct,F,89615.82,,12
150459504,Betty,L,Martinez,1990-07-14,9687 Pine Dr,F,31625.94,,44
660721366,Joshua,F,Smith,1973-06-28,7860 Pine Ln,M,36796.35,,29
313355557,Timothy,A,Wilson,1982-11-25,2511 Lincoln Blvd,F,71526.9,,11
689779617,Thomas,E,Clark,1994-05-11,1038 Oak Ln,M,114961.97,,19
838520660,Melissa,S,Thomas,1972-10-19,6244 Oak Ave,M,103151.73,,19
732771296,Mary,C,Davis,1958-08-19,8056 Lincoln Ave,F,24855.6,,49
583745511,Michael,L,Rivera,1960-09-21,2927 Oak Dr,F,49729.58,,1
669618090,Daniel,N,Johnson,1962-03-26,5386 Washington Blvd,F,51891.36,,15
716293206,Patricia,T,Lee,1989-02-28,8329 Elm St,F,62606.24,,10
165475776,Jennifer,J,Harris,1963-07-07,8714 Pine St,F,121649.05,,24
982277976,George,N,Young,1956-07-22,7090 Main Ln,M,138079.55,,19
515864153,Stephanie,F,Roberts,1979-01-10,3092 Pine Ln,F,49735.23,,30
873686824,Karen,L,Gonzalez,1978-04-14,6173 Lake Ct,F,71093.57,,48
707665448,John,M,Wright,1982-11-12,1229 Park Ln,M,117966.2,,1
405947579,Carol,E,Davis,1974-08-26,7183 Cedar Blvd,F,106517.64,,25
195628804,Betty,F,Torres,1962-01-23,8715 Washington Ct,F,35406.61,,47
873174285,Anthony,S,Scott,1970-12-16,8141 Lincoln St,M,73539.55,,1
807079239,Jennifer,R,Adams,1979-05-21,7392 Maple St,M,35161.59,,9
407592236,Sarah,F,Perez,1965-10-11,9823 Washington Ave,M,30672.33,,49
823778656,Betty,A,Anderson,1959-01-01,6533 Cedar Dr,F,120471.98,,2
916668272,Joseph,B,Roberts,1986-05-14,5202 Maple Blvd,M,61787.59,,38
642849045,Donald,S,Hernandez,1959-08-11,4046 Maple Rd,M,85900.81,,37
816601935,Nancy,F,Flores,1974-06-14,3405 Lincoln Ave,M,57356.22,,5
389855641,Sarah,W,Ramirez,1979-04-05,2550 Lincoln St,M,74797.69,,10
917010043,Sandra,H,Flores,1964-12-17,3161 Pine Rd,M,132341.68,,46
731686891,James,D,Walker,1957-08-26,6016 Washington Ave,F,40644.9,,37
164463569,Jessica,J,Walker,1995-02-15,5583 Cedar Ln,F,92845.5,,18
482433311,Michelle,S,Scott,1964-05-11,8041 Maple Dr,M,144504.34,,40
204014085,Robert,P,King,1981-11-10,7160 Main Blvd,F,44232.01,,10
678635128,Matthew,F,Jones,1985-06-23,306 Park St,M,98876.27,,26
730790953,Deborah,W,Lopez,1975-12-02,8853 Oak St,F,70037.18,,24
120422206,Sandra,L,Scott,1959-05-21,6934 Lincoln Ave,F,100950.57,,43
253756136,John,G,Ramirez,1988-05-19,5250 Elm Ln,F,41527.03,,20
806832877,Paul,N,Gonzalez,1988-11-16,9135 Main Rd,F,73274.59,,22
721332807,Joshua,W,Jackson,1957-08-13,8064 Park Ct,M,112857.74,,35
552127953,Sarah,G,Anderson,1958-12-05,2020 Main Way,M,110495.93,,29
817233555,Dorothy,S,Green,1980-10-12,9003 Lincoln Rd,M,48460.97,,50
523313146,Mark,A,Allen,1980-07-23,6447 Maple Way,M,131270.34,,19
436709263,Kenneth,R,Hernandez,1966-05-01,3027 Lake St,M,146869.06,,24
875362788,Melissa,P,Johnson,1955-12-27,8975 Lake Blvd,M,115663.54,,27
898493949,Donald,R,Taylor,1970-11-09,8640 Lincoln Dr,F,85190.37,,1
633175155,Mary,D,Anderson,1984-02-05,4613 Pine Way,F,91460.35,,36
464090064,Emily,M,Carter,1964-04-20,8441 Washington St,M,21167.42,,1
953227163,Stephanie,K,Roberts,1993-11-02,8236 Lake Dr,F,121357.72,,17
383114202,Sarah,W,Moore,1959-10-13,6520 Main Blvd,M,124189.6,,14
626464697,Mary,N,Williams,1986-02-16,4231 Park Ave,M,51900.64,,47
348910141,Jennifer,B,Torres,1966-05-18,7804 Washington Blvd,M,22233.64,,14
631530009,Amanda,W,Allen,1959-03-15,8444 Washington Way,F,98938.39,,15
219695502,Karen,B,Adams,1957-11-23,5950 Main Ct,M,23196.26,,25
569942271,James,W,Lopez,1958-01-09,8948 Oak Way,F,61625.76,,44
585242269,Lisa,R,Taylor,1962-02-06,5084 Lake St,M,128670.22,,22
107390903,Deborah,B,Baker,1981-09-16,6413 Elm Way,F,134836.42,,36
989955551,Susan,C,White,1973-09-22,1945 Maple Blvd,F,90647.18,,36
157115850,Dorothy,K,Smith,1982-06-22,110 Oak Rd,M,65528.37,,20
518207486,Paul,M,Smith,1985-02-02,5857 Park St,M,35101.92,,25
982971099,Dorothy,D,Ramirez,1978-11-27,7632 Main Way,M,108703.89,,1
906219798,Robert,S,Sanchez,1989-01-17,6921 Washington Blvd,M,125867.34,,30
200398208,Daniel,R,Robinson,1989-08-04,1506 Main Ave,F,119868.16,,14
243857676,George,K,Robinson,1966-06-22,1043 Maple Dr,M,51917.93,,14
397613106,Charles,P,Thomas,1969-04-20,9990 Lake Rd,F,129299.84,,11
465830215,Susan,B,Taylor,1985-02-27,1170 Washington Ct,M,96162.12,,1
793627337,Matthew,N,Anderson,1971-02-14,4024 Park Rd,F,104299.42,,36
737249630,Dorothy,C,Hill,1962-03-13,893 Main Blvd,M,46941.93,,9
158662128,Karen,S,Campbell,1969-06-21,847 Cedar Ct,F,48770.31,,12
361670087,Betty,G,Williams,1963-09-03,6947 Maple St,F,52950.54,,14
880357575,Timothy,A,Hill,1961-07-13,439 Elm St,M,37183.28,,7
206122847,Karen,T,Martin,1980-01-03,9392 Elm Dr,F,52772.84,,17
932858219,George,B,Gonzalez,1974-04-19,8355 Park Ave,F,46721.04,,32
738111425,Jennifer,L,Robinson,1957-02-17,5219 Oak Rd,M,61714.45,,14
766796289,Barbara,K,Smith,1976-12-26,1923 Cedar Ct,F,22957.25,,15
235555899,Steven,L,Miller,1983-02-17,7586 Oak Blvd,F,119674.77,,1
545539382,John,D,Green,1979-03-25,5912 Lake St,F,32807.88,,43
708136911,John,T,Walker,1959-11-13,8220 Main Blvd,M,23243.72,,18
297952816,Carol,D,Nelson,1970-03-23,758 Pine Dr,M,115062.82,,45
312111726,Jennifer,T,Allen,1964-07-04,8085 Oak Blvd,F,49392.38,,27
608693948,Karen,N,Green,1992-11-02,3494 Pine Dr,F,132211.87,,27
501073600,Michelle,M,Nelson,1968-04-05,2868 Main Ct,M,110910.37,,14
443254980,Ashley,E,Thompson,1965-01-09,6017 Washington Ln,M,57681.31,,35
938842599,Carol,B,Carter,1956-04-07,433 Lake Blvd,M,60098.55,,1
781804304,Brian,M,Hall,1958-11-13,7047 Pine Dr,F,24485.98,,25
929036827,Stephanie,C,Hall,1975-06-25,7404 Pine Blvd,F,80882.43,,31
623805398,Sandra,R,Ramirez,1993-12-09,5322 Lake Ave,F,75810.69,,38
461808085,Christopher,D,Rodriguez,1989-02-15,8172 Maple Ave,M,50447.33,,25
543894981,Anthony,R,King,1978-01-15,2485 Oak Ave,M,63979.47,,27
913613821,Kevin,W,Flores,1991-09-06,8243 Park St,M,144620.8,,22
962379647,Kimberly,S,Rodriguez,1990-07-13,251 Cedar Ave,F,149446.76,,48
180650532,Dorothy,K,Mitchell,1974-07-01,528 Cedar Ln,M,112534.04,,10
315662642,Donald,L,Lopez,1980-06-10,8144 Lake Dr,F,68887.19,,27
670017400,David,M,Hernandez,1961-11-06,3807 Main Way,M,56194.78,,27
887125715,Jennifer,M,Perez,1966-02-13,6657 Lincoln Rd,F,109687.32,,32
895076763,Donna,T,Mitchell,1958-12-07,8558 Main Ct,M,49060.67,,45
649481705,Timothy,E,Wilson,1978-02-07,583 Maple Blvd,M,30847.56,,46
609838807,Andrew,H,Walker,1974-02-13,668 Park Blvd,M,143403.13,,30
201474984,Emily,N,Jackson,1971-12-28,9974 Main Ln,M,37482.19,,1
691021047,Jennifer,T,Martinez,1984-04-01,7129 Pine Rd,M,63857.21,,39
110983904,Kevin,D,Torres,1965-10-02,2818 Main Ave,F,120961.84,,21
261794917,Anthony,L,Robinson,1970-12-05,8073 Maple St,M,122305.09,,7
931715844,Daniel,S,Harris,1972-05-19,7572 Cedar Ct,M,112425.64,,2
393965039,Kenneth,W,Jackson,1959-12-24,3659 Lincoln Way,M,149391.13,,6
727568144,George,K,White,1994-07-09,9293 Park Dr,M,97043.09,,8
207259353,Timothy,R,Rivera,1967-03-15,9847 Park St,F,112078.61,,39
590641779,Joshua,K,Baker,1983-04-18,6772 Cedar Way,M,131380.59,,32
428105366,Deborah,A,Young,1977-06-08,6967 Washington Way,F,62390.34,,3
921495018,Andrew,S,Allen,1961-06-12,4353 Main Way,M,119115.54,,40
527876691,Kenneth,D,Perez,1987-02-09,9165 Park Ave,M,78062.27,,35
509935637,Carol,F,Sanchez,1984-02-09,7068 Main Dr,M,101843.87,,19
937332060,Donald,E,Allen,1993-08-23,6226 Main Way,F,81600.1,,12
312622922,Dorothy,F,Allen,1962-08-19,3582 Main Dr,M,117489.05,,50
873403266,Christopher,J,Jones,1991-06-04,8325 Oak Blvd,M,124563.94,,4
